Visit,Sub
08:48.5,
08:49.0,
08:49.4,
08:52.0,
08:54.3,
08:57.1,
08:58.6,
09:00.8,
09:04.0,
09:09.1,
09:09.3,
09:12.0,
09:14.5,
09:15.4,
09:19.6,
09:20.3,
09:20.3,
09:21.6,
09:22.5,
09:22.5,
09:24.2,
09:30.4,
09:30.5,
09:33.0,
09:34.2,
09:37.5,
09:40.8,
09:44.0,
09:44.0,
09:56.1,
09:57.7,
10:06.6,
10:11.6,
10:15.0,
10:23.8,
10:23.9,
10:25.1,10:56.7
10:31.8,
10:32.7,
10:34.3,
10:35.2,
10:36.1,
10:38.9,
10:39.9,
10:40.1,
10:46.3,
10:58.8,
10:59.3,
11:00.3,
11:02.2,
11:08.6,
11:10.1,
11:14.0,
11:15.0,
11:15.6,
11:16.8,
11:20.4,
11:23.2,
11:36.7,
11:37.5,
11:42.4,
11:43.8,12:33.5
11:44.7,12:39.1
11:46.2,
11:48.3,
11:50.6,
11:53.5,
12:04.7,
12:12.4,
12:14.7,
12:18.2,
12:19.3,
12:31.2,
12:31.3,
12:32.6,12:44.4
12:38.2,
12:38.2,
12:44.9,
12:54.2,
13:00.1,
13:00.3,
13:02.3,
13:02.3,
13:03.2,
13:03.3,
13:06.6,
13:08.8,
13:10.8,
13:11.9,
13:13.1,
13:14.8,
13:16.6,
13:17.0,
13:17.9,
13:19.1,
13:21.2,
13:27.9,
13:30.0,
13:30.0,
13:36.5,
13:39.3,
13:41.0,
13:58.0,
13:58.2,
13:59.6,
14:04.8,
14:08.1,
14:08.8,
14:11.8,
14:12.6,
14:17.1,
14:17.4,
14:17.6,
14:20.0,
14:22.1,14:45.6
14:26.5,
14:45.1,
14:49.4,
14:52.8,
14:57.7,
15:03.0,
15:03.6,
15:07.2,
15:09.0,
15:09.0,
15:15.5,
15:32.6,
15:48.0,
15:53.6,
15:59.7,
16:12.8,
16:16.8,
16:17.5,
16:18.6,
16:20.8,
16:44.0,
16:44.5,
16:46.3,
16:50.4,
16:50.7,17:07.0
16:52.0,
16:57.0,
17:02.5,
17:04.7,
17:05.8,
17:11.3,17:22.4
17:15.5,
17:30.2,
17:34.0,
17:34.3,
17:37.6,
17:38.4,
17:40.9,18:11.7
17:49.3,
17:50.6,
18:04.2,
18:05.1,
18:05.6,
18:06.6,
18:06.8,
18:19.7,
18:24.5,
18:24.9,
18:26.1,
18:27.3,
18:34.6,
18:36.1,36:23.5
18:49.8,
18:52.3,
18:55.2,
19:06.4,
19:14.2,
19:14.5,
19:18.2,
19:28.3,
19:29.2,
19:31.8,
19:39.1,
19:52.3,
19:52.4,
20:08.6,
20:08.9,
20:09.5,
20:24.2,
20:26.5,
20:41.4,
20:45.1,
20:45.9,
20:47.1,21:17.4
20:48.7,
20:55.1,
20:57.8,
21:08.3,
21:08.5,
21:10.2,
21:22.3,
21:24.6,
21:28.8,
21:41.1,
21:46.6,
21:47.2,
21:48.6,
21:51.4,
22:01.6,
22:10.0,
22:16.6,
22:18.6,
22:29.6,
22:35.5,
22:40.2,
22:44.3,
22:44.6,
22:51.4,
22:52.9,
22:53.7,
23:01.7,
23:05.9,
23:07.0,
23:07.8,
23:12.6,
23:17.2,
23:23.6,
23:33.7,
23:43.7,
24:14.8,
24:20.9,
24:22.9,
24:29.9,
24:31.4,
24:35.4,
24:40.3,
24:41.1,
24:41.4,
24:44.5,
24:45.3,
24:47.7,
24:48.5,
24:48.7,
24:48.8,
24:49.0,
24:52.2,
24:52.8,
24:54.1,
24:54.4,
24:54.6,
24:54.8,
25:00.3,
25:10.6,
25:16.4,
25:25.5,
25:34.8,
25:39.5,
25:51.7,
25:57.7,
26:00.2,
26:07.7,
26:19.7,
26:36.7,
26:37.5,
26:48.7,
26:54.8,
27:05.1,
27:09.8,
27:29.3,
27:31.1,
27:41.6,
27:45.7,
27:51.0,
27:52.8,
27:59.7,
28:01.5,
28:07.7,
28:09.8,
28:11.6,
28:24.4,
28:25.7,
28:34.0,
28:37.2,
28:52.1,
28:52.1,
29:02.8,
29:15.4,
29:16.1,
29:19.8,
29:19.9,
29:27.5,
29:39.6,
29:44.4,
29:44.4,
29:47.4,
29:55.0,
30:07.6,
30:25.1,
30:28.7,
30:30.6,
30:30.6,
30:31.3,
30:40.1,
30:48.7,
30:48.8,
30:54.5,
31:07.6,
31:23.5,31:35.8
31:36.8,
31:49.5,
31:53.0,
31:54.0,
32:02.9,
32:08.5,
32:19.4,
32:39.6,
32:45.6,
33:01.6,
33:01.9,
33:09.7,
33:10.6,33:23.0
33:13.7,
33:16.7,
33:24.1,
33:26.6,
33:35.7,
33:45.0,
33:52.6,
34:01.4,34:22.3
34:02.4,
34:07.9,
34:12.6,
34:15.2,
34:15.6,
34:19.6,
34:30.9,
34:35.3,
34:47.0,
34:49.5,
34:52.1,
34:54.7,
35:03.0,
35:06.7,
35:21.2,
35:31.3,
35:33.5,
35:36.4,
35:38.7,
35:40.8,
35:42.5,
35:47.8,
35:48.0,
35:51.5,
35:52.8,
36:01.4,
36:06.6,
36:12.9,
36:20.2,
36:35.0,
36:41.4,
36:42.3,
36:50.8,
36:53.9,
36:53.9,
36:58.2,
36:59.5,
37:09.8,
37:10.5,
37:13.6,
37:16.3,
37:20.2,
37:22.3,
37:22.7,
37:23.1,
37:32.4,
37:39.3,
37:50.3,
37:54.1,
38:01.5,
38:25.4,
38:29.1,
38:31.5,
38:44.0,
38:50.2,
38:51.7,
38:53.5,
38:55.2,
39:10.0,
39:10.1,
39:14.0,
39:18.4,
39:29.9,
39:34.3,
39:37.7,
39:39.4,
40:09.5,
40:12.3,
40:14.1,
40:14.7,
40:15.1,
40:23.4,
40:23.5,
40:24.4,
40:31.7,
40:40.9,
40:43.3,
40:48.3,
40:54.3,
41:12.2,
41:13.8,
41:16.9,
41:22.5,
41:26.6,
41:36.1,
41:38.1,
41:44.1,
41:50.3,
41:58.2,
41:58.9,
42:04.2,
42:06.2,
42:11.7,
42:17.9,
42:23.8,
42:35.0,
42:35.6,
42:40.6,
42:44.8,
42:58.8,
43:03.9,
43:18.9,
43:22.1,
43:31.4,
43:32.6,
43:34.3,
43:39.2,
43:46.8,
43:47.5,
43:49.3,
43:49.6,
43:50.1,
43:54.7,
43:55.1,
43:57.5,
43:58.9,
44:00.7,
44:01.4,
44:11.3,44:25.1
44:26.5,
44:26.9,
44:28.0,44:53.2
44:31.8,
44:32.0,
44:33.1,
44:34.5,
44:47.8,
44:58.2,
45:28.5,
45:34.6,
45:36.7,
45:36.7,
45:52.0,
46:03.1,
46:03.3,
46:06.5,46:14.9
46:11.8,
46:15.4,
46:20.6,
46:21.9,
46:36.6,
46:37.8,
46:39.5,
46:39.7,
46:43.5,46:58.7
46:44.5,
46:47.7,
46:49.3,
46:50.4,
46:54.1,
47:05.6,
47:09.0,
47:16.3,
47:20.6,
47:21.6,
47:22.2,
47:23.0,
47:25.2,
47:28.9,
47:30.3,
47:33.4,
47:33.9,
47:43.1,
47:46.3,
47:53.7,
47:59.4,
48:08.6,
48:09.7,
48:12.8,
48:12.9,
48:18.6,
48:21.8,
48:26.2,
48:33.1,
48:33.7,
48:42.0,
49:01.8,
49:02.4,
49:04.0,
49:15.0,
49:16.0,
49:17.3,
49:32.9,
49:36.4,
49:53.7,
49:58.2,
50:09.2,
50:12.2,
50:33.0,
50:34.1,
50:41.0,
50:45.8,
50:55.2,
50:59.8,51:06.1
51:04.1,
51:05.1,
51:07.2,
51:14.6,
51:16.7,
51:20.1,
51:22.4,
51:30.4,
51:30.9,
51:49.2,
52:04.1,
52:13.8,
52:15.1,
52:18.2,
52:45.4,
52:49.4,
53:15.8,
53:17.8,
53:17.8,
53:39.1,
53:52.6,
53:59.2,
53:59.7,
54:19.9,
54:25.8,
54:29.7,
54:29.9,
54:30.1,
54:33.1,
54:43.9,
54:45.1,
54:45.2,
54:47.7,
55:06.5,
55:11.0,
55:21.7,
55:24.4,
55:31.4,
55:32.0,
55:33.9,
55:34.6,
55:48.1,
55:48.6,
55:55.4,
56:14.1,
56:31.5,
56:32.8,
56:47.5,
56:55.4,
56:57.2,
57:09.2,
57:33.2,57:54.1
57:45.9,
57:46.3,
57:46.7,
57:46.9,58:19.9
57:49.2,58:10.4
57:55.7,
58:09.9,
58:12.9,
58:17.8,
58:25.9,58:43.7
58:29.3,
58:30.4,
58:31.1,
58:43.7,
58:45.2,
58:46.7,
58:52.1,
58:53.6,
59:02.2,
59:09.2,
59:16.1,
59:16.4,
59:25.4,
59:35.3,
59:39.1,
59:42.5,
59:49.6,
59:49.8,
59:55.5,
59:58.7,
00:01.4,
00:03.2,
00:14.3,
00:17.9,
00:31.2,
00:35.9,
00:48.1,
00:55.1,
01:00.8,
01:03.3,
01:06.8,
01:10.9,
01:11.5,
01:12.9,
01:18.4,
01:32.9,
01:33.9,
01:35.7,
01:46.0,
01:47.7,
01:51.4,
02:09.4,
02:14.8,
02:21.0,
02:36.6,
02:40.3,
02:53.0,
03:00.1,
03:07.7,
03:18.7,
03:22.4,
03:29.8,
03:34.1,
03:40.1,
03:57.5,
04:00.4,
04:01.9,
04:02.3,
04:04.3,
04:07.1,
04:26.3,
04:32.2,
04:33.2,
04:37.4,
04:39.8,
04:43.8,
04:44.4,
04:46.4,
04:50.2,
04:54.1,
05:07.0,
05:07.3,
05:10.3,
05:20.3,
05:20.8,
05:32.5,
05:42.3,
05:52.0,
05:54.0,
06:05.8,
06:20.0,
06:20.3,
06:27.4,
06:27.4,
06:34.4,
06:38.0,
06:42.6,
06:46.8,
06:49.8,
06:59.1,
06:59.8,
07:04.6,
07:14.6,07:28.2
07:19.0,
07:19.1,
07:22.1,
07:22.2,
07:29.7,
07:39.1,
07:40.6,
07:48.1,
07:52.2,
07:58.9,
07:59.9,
08:07.5,
08:14.9,
08:17.1,
08:19.1,
08:19.3,
08:20.2,
08:29.5,
08:36.4,
08:49.1,
08:50.1,
09:06.7,
09:08.3,
09:08.8,
09:25.0,
09:26.6,
09:36.5,
09:43.0,09:59.4
09:45.0,
09:59.1,
10:05.8,
10:17.0,
10:22.3,
10:29.2,
10:32.6,
10:32.8,
10:35.0,
10:39.2,
10:41.2,
10:43.4,
10:44.9,
10:49.1,
10:53.5,
11:00.8,
11:01.3,
11:08.9,
11:12.8,
11:16.2,
11:34.3,
11:47.0,
11:48.1,
11:54.0,
11:56.4,
12:04.7,
12:05.3,
12:12.7,
12:15.7,
12:17.0,
12:18.5,
12:19.3,
12:20.0,
12:26.0,
12:36.5,
12:42.3,
12:50.1,
13:03.1,
13:14.9,
13:17.5,
13:20.5,
13:25.5,
13:31.9,
13:39.9,
13:43.3,
13:44.0,
13:44.8,
13:45.0,
13:49.9,
14:01.9,
14:07.9,
14:15.7,
14:26.7,
14:35.6,
14:37.9,
14:39.2,
14:44.2,
15:09.2,
15:14.6,
15:15.8,
15:16.8,
15:22.6,
15:29.6,15:50.3
15:40.8,
15:50.0,
15:58.9,
16:03.9,
16:10.7,
16:12.4,
16:25.8,
16:32.8,
16:32.9,
16:36.1,
16:36.9,
16:42.9,
16:45.9,
16:49.4,
16:55.7,
16:56.4,
16:58.6,
17:00.4,
17:08.3,
17:10.5,
17:10.5,
17:14.4,
17:15.9,
17:16.7,
17:21.4,
17:34.0,
17:34.4,
17:36.8,
17:38.1,17:48.4
17:40.8,
17:44.1,
17:59.1,
18:18.9,18:41.7
18:26.0,
18:28.7,
18:29.0,
18:41.5,
18:47.3,
18:54.6,
18:55.7,
19:02.8,19:25.3
19:12.9,
19:18.1,
19:25.8,
19:25.8,
19:34.4,
19:36.1,
19:48.1,
19:57.6,
19:59.6,
20:14.0,
20:19.6,
20:25.4,
20:29.6,
20:33.4,
20:47.8,
21:04.5,
21:04.9,
21:09.5,
21:14.3,
21:28.1,
21:32.7,
21:41.4,
21:51.0,
22:00.9,
22:06.4,
22:09.6,
22:35.1,
22:53.9,
22:54.4,
22:57.4,
23:07.3,
23:08.1,
23:09.1,
23:09.9,
23:11.5,
23:12.0,
23:32.8,
23:37.3,
23:38.5,24:12.7
24:10.8,
24:15.3,
24:17.7,
24:18.4,
24:32.7,
24:34.5,
24:35.8,
24:42.2,
24:49.4,
24:50.1,
24:53.4,
24:55.3,
25:03.9,
25:09.0,
25:10.3,
25:10.5,
25:15.2,
25:28.6,
25:30.8,
25:30.9,
25:32.3,
25:45.1,
25:49.4,
25:52.4,
25:59.0,
26:04.4,
26:13.5,
26:20.9,
26:22.3,
26:52.7,
26:53.0,
27:01.4,
27:02.1,
27:20.6,
27:24.2,
27:36.5,
27:53.8,
28:13.6,
28:13.7,
28:14.3,
28:17.5,
28:19.3,
28:25.3,
28:26.4,
28:28.2,
28:37.2,
28:39.1,
28:43.2,29:08.4
28:53.8,
28:56.0,
28:57.9,
29:19.0,
29:19.6,
29:24.0,
29:25.7,
29:26.5,
29:38.6,
29:39.0,
29:43.2,
29:43.4,
29:56.0,
30:00.2,
30:02.4,
30:07.0,
30:10.8,
30:18.8,
30:19.7,
30:22.5,
30:26.3,
30:38.4,
30:42.0,
30:45.7,
30:49.9,
30:58.2,
31:02.7,
31:02.8,
31:03.2,
31:12.0,
31:13.4,
31:19.4,
31:26.4,
31:27.4,
31:30.1,
31:32.6,
31:38.9,
31:39.2,
31:48.1,
32:00.6,
32:11.6,
32:14.9,
32:16.9,
32:20.9,
32:21.8,
32:26.1,
32:34.3,
32:38.1,
32:49.6,
32:50.3,
32:57.5,
33:04.2,
33:05.5,
33:09.5,33:16.8
33:10.8,
33:21.9,
33:48.5,
33:54.5,
34:01.8,34:37.0
34:05.3,34:38.6
34:05.9,
34:11.6,
34:16.5,
34:17.6,
34:35.4,
34:37.3,
34:44.9,
34:54.3,
34:55.6,
34:57.5,
34:58.7,
35:04.7,
35:12.4,
35:22.7,35:56.4
35:36.0,
35:45.3,
35:48.4,
35:53.3,
36:08.9,
36:15.7,
36:19.2,
36:37.0,
36:48.4,
36:58.3,
36:59.2,
37:14.5,
37:18.7,
37:20.3,
37:20.3,
37:20.8,
37:31.2,
37:33.1,
37:38.2,
37:48.2,
38:06.0,
38:19.2,
38:27.1,
38:30.4,
38:42.2,
38:59.9,
39:10.7,
39:20.9,
39:37.8,
39:40.0,
39:41.5,
39:42.4,
39:43.2,
39:47.1,
39:47.6,
39:58.8,
40:00.1,
40:06.9,
40:24.8,
40:28.1,
40:32.6,
40:51.7,
40:53.2,
41:01.8,
41:05.6,
41:06.3,
41:08.8,
41:19.3,
41:28.5,
41:31.0,
41:37.1,
41:38.5,
41:52.0,
42:07.1,
42:07.1,
42:07.2,
42:25.8,
42:37.5,
42:42.4,
43:09.1,
43:12.1,
43:12.5,
43:40.2,
43:43.4,
43:48.5,
43:51.7,
43:56.1,
43:56.6,
43:58.0,
44:07.5,
44:24.7,
44:26.6,
44:38.8,
44:42.8,
44:52.1,
45:05.2,
45:06.9,
45:08.9,
45:12.6,
45:15.2,
45:18.6,
45:18.9,
45:27.6,
45:35.4,
45:35.5,
45:36.8,
45:38.8,
45:40.8,
45:42.5,
45:51.9,
45:54.1,
45:54.7,
45:55.7,
46:06.8,
46:38.8,
46:47.4,
47:02.4,
47:02.7,
47:06.8,
47:07.2,
47:09.7,47:33.1
47:31.6,
47:46.8,
47:47.6,
47:52.4,
47:55.4,
47:59.0,
47:59.7,
48:05.3,
48:12.3,
48:12.4,
48:15.5,
48:18.7,
48:30.2,
48:47.0,
48:47.6,
49:12.7,
49:15.2,
49:19.8,
49:25.8,
49:26.8,
49:27.4,
49:43.8,
49:56.5,
49:56.6,
50:01.8,
50:02.0,
50:02.1,53:07.3
50:05.3,
50:11.0,
50:13.4,
50:21.1,
51:04.8,
51:09.8,
51:13.9,
51:16.0,
51:43.2,
51:46.5,
51:52.0,
51:58.0,
52:12.8,52:21.2
52:18.1,
52:39.3,
53:16.5,
53:32.4,
53:41.1,
53:42.2,
53:46.1,
53:58.4,
54:03.5,
54:05.0,54:12.4
54:18.1,
54:23.4,
54:28.1,
54:59.9,56:01.8
55:04.3,
55:07.4,
55:20.0,
55:20.2,
55:29.5,
55:30.5,
55:31.2,
55:35.1,
55:36.2,
55:39.7,
55:41.6,
55:43.8,
55:44.6,
55:53.0,
55:53.3,
56:00.1,
56:05.6,57:22.5
56:06.3,
56:12.4,
56:18.7,
56:22.4,
56:25.8,
56:26.8,
56:29.2,
56:39.9,
56:41.8,
56:53.5,
57:00.1,
57:06.5,
57:09.7,
57:11.7,
57:19.5,
57:38.6,
57:43.1,
57:45.3,
57:45.4,
57:46.9,
57:50.8,
58:04.6,
58:17.8,
58:17.9,
58:22.0,
58:31.4,
58:32.8,
58:41.0,
58:44.4,
58:45.5,
58:59.4,
59:05.2,
59:24.5,
59:24.9,
59:34.2,
59:45.5,
59:48.0,
59:53.4,
00:01.0,
00:05.9,
00:07.7,
00:12.0,
00:14.4,
00:15.8,
00:25.7,
00:25.7,
00:37.0,
00:43.5,
01:00.4,
01:02.0,
01:08.6,02:12.2
01:11.1,
01:25.0,
01:28.9,
01:34.6,
01:43.0,
01:43.8,
01:48.2,
01:48.9,
01:52.8,
02:10.5,
02:12.6,
02:18.0,
02:19.4,
02:21.0,
02:27.4,
02:30.1,
02:33.1,
02:39.6,
02:39.7,
02:44.9,
02:48.0,03:34.1
02:50.7,
02:57.2,
03:02.8,
03:12.1,03:46.3
03:32.0,
03:32.9,
03:39.7,
03:52.4,
03:52.9,
04:07.2,
04:08.7,
04:13.9,
04:15.7,
04:15.8,
04:30.6,
04:35.9,
05:15.8,
05:15.8,
05:36.7,
05:36.8,
05:58.7,
06:21.7,
06:48.5,
06:53.2,
07:01.5,
07:01.5,
07:03.1,
07:10.6,
07:15.4,
07:16.0,
07:37.5,
07:48.9,
07:53.0,
08:02.1,
08:02.1,
08:04.4,
08:08.0,
08:08.6,
08:08.8,
08:11.3,
08:13.1,08:54.2
08:14.0,
08:16.5,
08:28.1,
08:43.8,
08:44.2,
08:44.7,
08:45.2,
08:45.3,
09:19.3,
09:27.6,
09:34.8,
09:47.7,
09:58.2,
09:58.8,
10:28.3,
10:29.4,
10:30.8,
10:36.2,
10:37.3,
10:40.1,
10:55.5,
10:59.4,
11:05.2,
11:10.8,
11:17.5,
11:28.2,
11:29.0,
11:30.7,
11:32.2,
11:33.8,
11:37.1,
11:46.4,
11:50.3,12:13.1
11:53.1,
12:05.1,
12:11.8,
12:17.9,
12:18.2,
12:23.5,
12:42.6,
12:48.2,
13:09.7,13:16.6
13:14.6,
13:22.5,
13:36.3,
13:39.3,
13:43.0,
13:43.9,
13:53.1,
13:56.4,
14:03.9,
14:09.7,
14:30.8,
14:46.3,
14:54.3,
14:55.4,
14:58.2,
15:04.6,
15:13.3,
15:13.8,
15:21.2,
16:01.5,
16:02.2,
16:06.3,
16:16.2,
16:16.9,
16:20.8,
16:21.6,
16:25.9,
16:30.1,
16:32.8,
16:39.9,
16:40.0,
16:50.2,
16:53.9,
16:59.3,
17:31.4,
17:32.7,
17:42.9,
17:42.9,19:08.2
17:49.7,
17:55.4,
17:57.8,
17:59.5,
18:09.0,
18:15.0,
18:18.6,
18:18.9,
18:28.6,
18:32.5,
18:34.1,
18:37.7,
18:42.0,
18:42.4,
18:49.3,
18:52.4,
18:52.6,
18:58.9,19:09.1
19:01.2,
19:04.8,
19:05.0,
19:07.7,
19:10.8,
19:11.8,
19:15.3,
19:31.6,
19:34.2,
19:35.5,
19:46.1,
19:47.2,
20:22.6,
20:27.7,
20:28.4,
20:32.2,
20:37.1,
20:37.1,
20:38.0,
20:39.1,
20:43.0,
20:45.2,
20:52.5,
20:53.5,21:00.7
20:57.2,
21:01.8,
21:04.4,
21:07.6,
21:10.6,22:25.3
21:16.8,
21:18.8,
21:29.6,
21:33.0,
21:53.6,
21:55.5,
22:01.5,
22:01.9,22:31.9
22:25.2,
22:35.1,
22:44.9,
22:57.4,
23:00.0,
23:02.3,
23:05.1,
23:22.0,
23:25.1,
23:27.1,
23:40.7,
23:42.1,
23:45.4,
23:49.7,
23:52.7,24:04.4
23:53.9,
24:04.2,
24:07.8,
24:11.1,
24:18.8,
24:21.5,
24:27.2,
24:28.5,
24:51.5,
24:54.8,
25:00.9,
25:03.5,
25:14.1,
25:14.4,
25:20.8,
25:22.9,
25:28.1,
25:38.0,
25:45.0,
26:04.0,
26:04.6,
26:09.5,
26:19.9,
26:28.9,
26:29.4,
26:33.6,
26:34.8,
26:38.7,
26:42.7,
26:50.0,
26:52.2,
26:58.3,
26:58.9,
27:07.3,
27:14.6,
27:34.2,
27:40.7,
27:44.0,
27:44.4,
27:45.3,
27:47.4,
27:53.8,
27:56.3,28:16.3
28:12.8,
28:22.1,
28:27.1,
28:27.9,
28:28.9,
28:31.1,
28:32.5,
28:33.6,
28:33.7,
28:49.5,
28:50.1,29:42.9
28:52.4,
28:58.0,
29:01.8,
29:11.8,
29:13.9,
29:19.1,
29:24.0,
29:26.4,
29:28.0,
29:37.2,29:42.7
29:40.0,
29:46.3,
29:46.5,
29:47.6,
29:52.0,
30:02.1,
30:18.4,
30:25.3,
30:31.3,
30:32.3,
30:37.2,
30:43.9,
30:47.5,
30:49.5,
30:50.4,
31:04.5,
31:05.7,
31:09.0,
31:09.2,
31:09.7,31:30.2
31:11.1,
31:11.7,
31:18.9,
31:21.6,
31:22.7,
31:25.6,
31:33.9,
31:34.2,
31:50.9,
31:52.1,
31:57.3,
31:57.4,
32:03.6,
32:07.0,
32:08.5,
32:13.0,
32:21.4,
32:22.9,
32:32.1,
32:36.9,
32:40.5,
32:49.1,
32:50.8,
32:51.2,
32:59.1,
33:06.9,
33:11.4,
33:17.1,
33:27.2,
33:46.5,
33:53.2,
33:54.3,
33:55.0,
33:57.0,37:15.7
34:17.0,
34:18.1,
34:21.8,
34:25.2,
34:40.7,
34:40.8,
34:45.1,
34:48.5,
34:49.1,
34:51.1,
35:12.2,
35:22.3,
35:29.3,35:45.6
35:43.3,
35:55.0,
35:58.9,
36:03.9,
36:06.1,
36:06.8,37:52.1
36:09.2,
36:09.5,
36:12.1,
36:16.4,
36:30.6,
36:30.6,
36:37.5,
36:54.3,
37:07.8,
37:13.1,
37:24.1,
37:24.4,
37:31.5,
37:35.5,
37:47.2,
37:55.4,
38:06.4,
38:06.5,
38:13.8,
38:13.9,
38:40.5,
38:41.7,
38:47.5,
39:01.3,
39:07.5,
39:08.8,
39:16.2,
39:19.9,
39:28.8,
39:30.6,
39:34.6,
39:48.7,
39:51.3,
39:52.4,
39:58.3,
40:06.6,
40:06.7,
40:09.3,
40:16.4,
40:31.4,41:18.9
40:36.4,
40:39.4,
40:45.8,
40:54.3,
40:58.0,41:11.8
41:00.1,
41:04.0,
41:05.8,
41:06.5,
41:09.5,
41:10.5,
41:19.4,
41:22.8,
41:27.8,
41:29.2,
41:37.9,
41:42.9,
41:50.9,
41:51.3,
41:53.2,
41:53.7,
41:56.4,
41:57.8,
41:59.6,
42:06.8,
42:20.2,
42:24.1,
42:27.7,
42:34.6,
42:36.1,
42:44.7,
42:50.1,
42:51.2,
42:51.4,
43:06.4,
43:11.3,
43:11.9,
43:19.2,
43:22.3,
43:43.0,
43:43.8,
43:44.9,
44:01.1,
44:01.1,
44:07.1,
44:18.6,
44:30.0,
44:40.5,
44:41.8,
44:49.6,
44:49.8,
44:52.8,
44:58.0,
44:58.0,
44:58.5,
45:00.7,
45:02.4,
45:04.1,
45:05.0,
45:08.9,
45:10.4,
45:19.0,
45:32.2,
45:33.4,
45:34.5,
45:41.1,
45:43.2,
45:43.6,
45:46.8,
45:47.9,
45:48.0,
45:48.9,
45:49.2,
45:54.8,
45:55.3,
45:55.5,
45:56.9,
45:58.3,
46:02.9,
46:07.4,
46:10.6,
46:11.3,
46:12.1,
46:13.2,
46:15.4,
46:16.8,
46:19.2,
46:26.8,
46:28.2,
46:29.2,
46:33.5,
46:34.0,
46:34.5,
46:36.0,
46:42.5,
46:45.2,
46:45.3,
46:45.7,
46:50.1,
46:52.1,
47:00.9,
47:06.9,
47:11.9,
47:12.5,
47:12.5,
47:16.0,
47:22.9,
47:25.6,
47:26.6,
47:38.3,
47:38.9,
47:39.1,
47:46.4,
47:47.8,
47:51.9,
48:04.7,
48:07.2,
48:20.1,
48:20.7,
48:22.2,
48:28.9,
48:29.5,
48:35.4,
48:39.1,
48:42.0,
48:42.6,
48:43.1,
48:49.6,
48:49.6,
48:55.9,
49:03.5,
49:11.4,
49:13.0,
49:14.3,
49:14.9,
49:23.3,
49:23.6,
49:23.6,
49:34.7,
49:36.4,
49:40.7,49:47.7
49:45.4,
49:48.8,
50:03.1,
50:05.1,
50:07.4,
50:19.9,
50:28.4,
50:30.6,
50:31.5,
50:47.3,
50:49.3,51:05.2
50:52.2,
50:53.4,
50:54.4,
50:55.9,
51:01.5,51:41.4
51:06.9,
51:13.5,
51:23.4,
51:32.8,
51:33.9,
51:37.6,
51:42.9,
51:50.3,
51:54.6,
52:06.8,
52:10.5,
52:11.9,
52:12.0,52:16.1
52:14.7,
52:17.1,
52:23.2,
52:42.5,
52:53.7,53:35.1
52:58.1,53:53.3
53:09.2,
53:14.1,
53:26.8,
53:29.0,
53:33.5,
53:38.4,
53:41.7,
53:45.3,
53:46.6,
53:52.9,
53:59.4,
54:04.5,
54:09.3,
54:14.5,
54:17.5,
54:20.5,
54:26.6,
54:30.6,
54:34.0,
54:37.0,
54:39.6,
54:45.1,
54:58.3,
55:01.8,
55:03.7,
55:04.2,
55:06.7,
55:08.0,
55:09.8,
55:15.2,
55:22.3,
55:25.3,
55:25.6,
55:26.9,
55:27.8,
55:28.9,
55:30.8,
55:33.1,
55:41.5,
55:43.8,
55:48.1,
55:48.7,
56:06.2,
56:08.7,56:43.6
56:10.8,
56:28.9,
56:31.3,
56:36.2,56:50.0
56:36.2,
56:37.5,
56:44.8,
56:47.0,
56:58.1,
56:59.4,
57:00.8,
57:03.1,
57:07.9,
57:11.2,
57:12.9,
57:21.5,58:03.9
57:23.2,
57:24.8,
57:28.7,
57:40.2,
57:52.3,
57:55.1,
57:58.4,
58:05.0,
58:08.2,
58:15.3,
58:16.1,
58:19.7,
58:20.6,
58:22.3,
58:28.8,
58:34.9,
58:39.4,
58:41.8,
58:52.7,
58:57.3,
58:58.2,
58:59.9,
59:08.4,
59:22.0,
59:24.4,
59:26.4,
59:28.4,
59:33.4,
59:35.2,
59:40.2,
59:47.0,
59:51.7,
59:52.8,
59:56.2,
59:56.7,
59:58.1,
00:03.6,
00:11.2,
00:27.3,
00:28.0,
00:29.2,
00:29.6,
00:37.1,
00:37.4,
00:40.2,
00:42.2,
00:42.5,
00:46.7,
00:51.7,
00:52.7,
01:08.3,
01:08.5,
01:14.6,
01:16.4,
01:20.8,
01:26.0,
01:32.6,
01:37.3,
01:41.1,
01:44.9,
01:48.2,
01:56.2,
02:04.1,
02:06.5,
02:07.3,
02:09.6,
02:11.3,
02:17.2,
02:18.1,
02:19.8,02:27.6
02:21.8,
02:21.9,
02:24.6,
02:25.2,
02:29.9,
02:39.8,
02:47.6,
02:50.1,
02:50.2,
02:51.0,
02:56.2,
03:04.6,
03:06.4,
03:07.3,
03:21.4,
03:23.3,
03:29.5,03:53.1
03:29.8,04:54.8
03:36.2,
03:36.2,
03:38.7,
03:38.9,
03:40.4,
03:47.4,
03:48.0,
03:48.9,
03:56.5,
04:04.6,
04:07.1,
04:08.0,
04:08.8,
04:10.1,
04:12.0,04:37.8
04:13.9,
04:16.0,
04:16.2,
04:16.8,
04:17.7,
04:18.1,
04:20.4,
04:21.9,
04:27.4,
04:28.9,
04:33.0,
04:37.8,
04:43.2,
04:44.9,
04:50.0,
04:51.1,
04:52.2,
04:54.1,
04:58.4,
05:01.0,
05:03.3,
05:08.8,
05:20.3,
05:32.1,
05:34.6,
05:35.9,
05:36.6,
05:43.2,
05:44.6,
